Ref.,Paradosis,Conjecture,Author,Year,Attested Place,Rem.
Opp. C. 2.552,πολλὸν,πολλῷ,J. G. Schneider,1776,Laur. 31.3 (M),
Opp. C. 2.625,μελέεσσιν,μελέοισι,George d'Arnaud,1730,L2,
Opp. C. 3.76,-ον,ἄλκιμος,J. G. Schneider,1776,K1,
Opp. C. 3.214,ἀ-,ἁπαλὴν,Guietus,post-1597,A2MF,
Opp. C. 3.247–8,καὶ … τε,τε … καὶ,Hermann,1805,Laur. 32.16 (K),Orphica p. 712
Opp. C. 3.360,γὰρ,μὲν,Brunck,1776,Laur. 32.16 (K),apud Schneider
Opp. C. 4.199,ἴκ-,εἴκελος,Andreas Schott,s.xvi/xvii,P.Oxy. LXXXI 5278,
Opp. C. 4.208,ἐρυϲϲάμενοι,ερειϲάμεν[οι,Johannes Pierson,1752,P.Oxy. LXXXI 5278,Verisimilium libri duo (1752) 174
Opp. C. 4.322,δε-,λεξάμενοι,J. G. Schneider,1776,Vindob. phil. gr. 135 (L),
Orac. Sib. 516–517,"516, 517","517, 516",Geffcken,,P.Flor. 398,
Orac.Chald. app. 6 p. 216.30,-α,χαῖται,Max Treu,1895,Bodl. Barocc. 131 (B),
Orac.Chald. app. 6 p. 217.2,ο. δὲ,οὕτω καὶ,Wilhelm Kroll,1894,Bodl. Barocc. 131 (B),
Orac.Chald. app. 6 p. 217.5,παραγωδ-,τερατωδεστέρας,Max Treu,1895,Bodl. Barocc. 131 (B),
Orac.Chald. fr. 44.2,νεύ-,πνεύματι,Wilhelm Kroll,1894,Paris. gr. 1853,
Orph. A. 271,ὑποτρόπι/ὑπὸ τρόπιϊ,ὑπὸ τρόπιν,Hermann,1805,Escor. Σ-III-3 (E),
Orph. A. 308,τοι,δὴ,J. H. Voß,1805,Estensis gr. 39 (T),
Orph. A. 845,-ειν,ἀποφθίσει,Hermann,1805,Paris. gr. 2763 (P),
Orph. A. 1245,γὰρ ἐδεύετο/δ' ἐδ-,δ' ἐπεδ-,Rudolf Keydell,1911,Placent. Bibl. Comm. 10 (c),p. 64
Paus. 1.6.3,-τιᾶς,στρατείας,Friedrich Sylburg,1583,Matrit. 4564 (Ma),
Paus. 1.13.2,φέρ-,φερῶν,Musurus,1516,Matrit. 4564 (Ma),
Paus. 1.23.4,ὀποντ-,ὀπουντίους,Friedrich Sylburg,1583,Matrit. 4564 (Ma),
Paus. 2.31.4,ἂν ὅτι,ἄν τι,Hermann Hitzig,1896,Neap. II. C. 32 (Na),
Paus. 3.26.3,-οι,λευκότερον,Friedrich Sylburg,1583,Neap. II. C. 32 (Na),
Paus. 4.14.4,ἀπ-,ἐπέκειτο,Friedrich Sylburg,1583,Neap. II. C. 32 (Na),'non abs re malet quispiam'
Paus. 7.16.8,θαύματα ἀ.,θαῦμα ἀνήγετο,Porson,1820,Neap. II. C. 32 (Na),apud Gaisford
Paus. 9.10.2,οἶδεν,εἶδε,Friedrich Sylburg,1583,Neap. II. C. 32 (Na),
Pherecr. fr. 80,ὁ βλὰξ,ὀκλὰξ,Bekker,1814,Phot. α 387,
Pherecr. fr. 166,ἃ,ἅ σε,Martin Runkel,1829,Phot. α 816,p. 70
Pherecr. fr. 181,-ίαν,Ἀδώνι',Scaliger,s.xvi/xvii,Phot. α 400,apud Cant. ms. ΙΙ p. 23
Philo Abr. 35,εὖ νενικ-,ἐκνενικηκότα,Thomas Mangey,1742,Laur. Conv. Soppr. 59 (K),
Philo Abr. 60,πραγμ-,γραμμάτων,Thomas Mangey,1742,vers. Armen.,
Philo Abr. 60,-ῷ,αὐτὸ,Thomas Mangey,1742,vers. Armen.,
Philo Abr. 62,πληχθ-,πεισθεὶς,Thomas Mangey,1742,vers. Armen.,
Philo Abr. 70,τις,τοι,Thomas Mangey,1742,Laur. Conv. Soppr. 59 (K),
Philo Abr. 78,ἀντι-,ἀναβλέψασα,Thomas Mangey,1742,BEK Armen.,
Philo Abr. 91,ἀπορ-,ἀφορίας,Thomas Mangey,1742,BEK Armen.,
Philo Abr. 179,φασὶ,φήσουσι,Thomas Mangey,1742,vers. Armen.,
Philo Aet. 2,-ῥιψ-,ἀπεῤῥυψάμεθα,Thomas Mangey,1742,Petropol. XX Aa 1 (P),
Philo Aet. 5,-εῖσθαι,ἐξαπολέσθαι,Diels,1903,Vat. gr. 381 (U),
Philo Aet. 41,χέρει-,χερείον',Meineke,1839,Vat. gr. 381 (U),p. 68
Philo Aet. 64,ὑπερορίας/ὑπορίου,ὑπορείου,Thomas Mangey,1742,Vat. gr. 381 (U),
Philo Aet. 90,οὐκ ἐκ.,οὐδ' ἐκπυρώσεως,Franz Bücheler,1877,Vat. gr. 381 (U),RhM
Philo Aet. 134,τῶν -ένων,τὸ λεγόμενον,Thomas Mangey,1742,Oxon. Lincoln. 34 (E),
Philo Contempl. 53,περιϊχ-,περιλιχνεύουσι,Thomas Mangey,1742,vers. Armen.,
Philo Contempl. 82,τῶν ἱερῶν,τῶν ἱερέων,Thomas Mangey,1742,vers. Armen.,
Philo Decal. 39,"ἑνί, ὅτε",ἐνίοτε,Thomas Mangey,1742,Laur. Plut. 85.10 (F),
Philo Decal. 123,-ει,διδάσκειν,Thomas Mangey,1742,Palat. gr. 248 (G),
Philo Decal. 126,κ. τῆς γ.,καὶ τὸν τῆς γυναικός,Thomas Mangey,1742,vers. Armen.,
Philo Decal. 129,ἐπ-,ὑποικουρημένων,Thomas Mangey,1742,F Armen.,
Philo Decal. 133,ἀνώ-,ἁγιώτερον,Thomas Mangey,1742,vers. Armen.,
Philo Decal. 162,προσ-,προκαλούμενοι,Thomas Mangey,1742,vers. Armen.,
Philo Decal. 174,-ην,ἐνδεχομένων,Thomas Mangey,1742,vers. Armen.,
Philo Det. 158,ἀρρήτ-,ἀρρήκτων,Markland,1742,UF,apud Mangey
Philo Ebr. 11,τῆς,τὴν,Turnebus,1552,P.Oxy. IX 1173,
Philo Ebr. 11,om.,τοῦ,C. E. Richter,1828,P.Oxy. IX 1173,[τ]ο̣υ
Philo Ebr. 177,διὰ γραμμάτων,διαφέρειν,Thomas Mangey,1742,Sacr. Parall. (D),
Philo Ebr. 221,ἐπειδάν,ἐπειδάν δ',Paul Wendland,1897,P.Oxy. IX 1173,
Philo Ebr. 221,οἰνηρεύσεις,οινηρυσει[ς,Turnebus,1552,P.Oxy. IX 1173,
Philo Ebr. 222,μαρμάζει,μαιμᾷ,Thomas Mangey,1742,P.Oxy. IX 1173,μαιμαῑ
Philo Flacc. 16,προανηρ-,προσανηρημένον,Thomas Mangey,1742,Palat. gr. 248 (G),
Philo Flacc. 81,τόλμ-,τιμᾶν,Thomas Mangey,1742,Palat. gr. 248 (G),
Philo Flacc. 88,που,ποῦ,Thomas Mangey,1742,codd.,
Philo Flacc. 88,-αι,ταμιεύεσθε,Thomas Mangey,1742,MH,
Philo Flacc. 100,ἐπανεγ-/παρεγ-,παρανεγνωσμένου,Thomas Mangey,1742,Palat. gr. 248 (G),
Philo Flacc. 102,-έχει,ἐμπαρέσχε,Thomas Mangey,1742,GAH,
Philo Flacc. 114,γεν-,γινόμενα,Thomas Mangey,1742,MG,
Philo Flacc. 157,εὐτυχ-,ἀτυχῆ,Thomas Mangey,1742,Monac. gr. 459 (A),
Philo Gig. 17,τούτῳ,τοῦτο,Thomas Mangey,1742,Vat. gr. 381 (U),
Philo Her. 11,ἀκοῆς,ἄκος,Thomas Mangey,1742,Paris. suppl. gr. 1120,
Philo Her. 118,ἀνωμολογῆσθαι,ἀνομολογεῖσθαι,Thomas Mangey,1742,AB,
Philo Her. 185,-αις,νουθεσίας,Turnebus,1552,Monac. gr. 459 (A),
Philo Her. 254,-μεν,ἀπολαύσομαι,Thomas Mangey,1742,ABP2,
Philo Her. 283,-ρητική,κυκλοφορική,Thomas Mangey,1742,ABG,
Philo Jos. 10,συναντ-,συνδιαιτήσεως,Thomas Mangey,1742,Laur. Conv. Soppr. 59 (K),
Philo Jos. 28,γράμμ-,πράγματι,Thomas Mangey,1742,Laur. Plut. 85.10 (F),
Philo Jos. 32,προξένων,πράξεων,Thomas Mangey,1742,Laur. Conv. Soppr. 59 (K),
Philo Jos. 66,ἅπαντα/ἄραντα/ἔρωτα,δρᾶν τὰ,Thomas Mangey,1742,Laur. Conv. Soppr. 59 (K),
Philo Jos. 102,-ους,εὐρώστως,Thomas Mangey,1742,Monac. gr. 459 (A),
Philo Jos. 120,περι-,προερχομένου,Thomas Mangey,1742,V2O,
Philo Jos. 128,ἀλλ' οὐ,ἀλλὰ ποῦ,Thomas Mangey,1742,Laur. Conv. Soppr. 59 (K),
Philo Jos. 131,ἐκτὸς,τῶν ἐκτὸς,Thomas Mangey,1742,V2O,
Philo Leg. 1.65,-ηται,πεποίωται,Thomas Mangey,1742,vers. Armen.,
Philo Leg. 1.104,-ος,σώματι,Thomas Mangey,1742,vers. Armen.,
Philo Leg. 2.6,-εως,τρόπις,Diels,1896,vers. Armen.,apud Cohn
Philo Leg. 2.11,καὶ,ὡς καὶ,Thomas Mangey,1742,vers. Armen.,
Philo Leg. 2.30,νοῦ,τοῦ νοῦ,Diels,1896,vers. Armen.,apud Cohn
Philo Leg. 2.30,-ὸς,αὐτὰς,Thomas Mangey,1742,vers. Armen.,
Philo Leg. 2.38,δὴ,δὲ,Thomas Mangey,1742,vers. Armen.,
Philo Leg. 2.47,θνητῷ,θ. γένει,Thomas Mangey,1742,vers. Armen.,
Philo Leg. 2.57,καιν-,κενῆς,Thomas Mangey,1742,M Armen.,
Philo Legat. 2,ἀφαν-,ἀπλανοῦς,Thomas Mangey,1742,Bonon. gr. 3568 (O),
Philo Legat. 8,συμφων-,συμφρονήσαντος,Thomas Mangey,1742,CGOMAH,
Philo Legat. 28,-ων,συγκληρονόμῳ,Thomas Mangey,1742,Monac. gr. 459 (A),
Philo Legat. 28,-ῳ,δικαίων,Thomas Mangey,1742,MA,
Philo Legat. 48,-σεισι,πρόεισι,Thomas Mangey,1742,MA,
Philo Legat. 124,σορ-,σωρούς,Thomas Mangey,1742,GA,
Philo Legat. 136,κατ ̓ αὐτ-,καθ ̓ αὑτὸν,Thomas Mangey,1742,Monac. gr. 459 (A),
Philo Legat. 156,ἀναξ-,ἀναγόντων,Thomas Mangey,1742,Bonon. gr. 3568 (O),
Philo Legat. 189,προελθ-,προσελθεῖν,Thomas Mangey,1742,codd.,
Philo Legat. 190,-αις,παρανομίας,Thomas Mangey,1742,Monac. gr. 459 (A),
Philo Legat. 217,-ος,κύκλῳ,Thomas Mangey,1742,Monac. gr. 459 (A),
Philo Legat. 263,δ ̓ οὖν,γοῦν,Thomas Mangey,1742,Monac. gr. 459 (A),
Philo Legat. 311,ἀπ-,ἐπέστειλε,Thomas Mangey,1742,Bonon. gr. 3568 (O),
Philo Mos. 1.30,μ. κατα.,μεγάλα καὶ καταλαζονευόμενοι,Thomas Mangey,1742,Gac,
Philo Mos. 1.55,-δοκήσαντα,προσδοκηθέντα,Thomas Mangey,1742,V2OK2,
Philo Mos. 1.68,om.,τις,Thomas Mangey,1742,Venet. gr. 40 (H),
Philo Mos. 1.95,-εργείας,ἐναργείας,Thomas Mangey,1742,Paris. gr. 435 (C),m. sec.
Philo Mos. 2.153,αἱ,ταῖς,Thomas Mangey,1742,V2OK,
Philo Mos. 2.184,-ασθαι,μετανίσταται,Thomas Mangey,1742,Barber. IV 56,
Philo Mos. 2.204,ὑπείληφας,ὑπειληφώς,Thomas Mangey,1742,V2K,
Philo Mos. 2.257,ὁ.,ὁμογνωμονῆσαι καὶ,Thomas Mangey,1742,VOK,
Philo Mos. 2.263,-ασι,ὕδατι,Thomas Mangey,1742,Venet. gr. 40 (H),
Philo Mos. 2.268,δηλονότι,δηλοῦντα ὅτι,Thomas Mangey,1742,Monac. gr. 459 (A),
Philo Mos. 2.272,-άλλεται,ἐξαλλάττεται,Thomas Mangey,1742,Laur. Plut. 85.10 (F),
Philo Mos. 2.280,μανθάνοντ-,μαθόντες,Thomas Mangey,1742,Laur. Plut. 10.20 (M),
Philo Opif. 139,τοῦτον,τούτου,Markland,1742,Sacr. Parall. (D),apud Mangey
Philo Post. 37,ἔστι,ἔτι,Constantin von Tischendorf,1868,Vat. gr. 381 (U),
Philo Post. 37,εἰ δὲ,εἴ γε,Constantin von Tischendorf,1868,Vat. gr. 381 (U),
Philo Post. 45,οἶκος,οἰκεῖος,Thomas Mangey,1742,Vat. gr. 381 (U),
Philo Post. 46,μὲν,μὴν,Thomas Mangey,1742,Vat. gr. 381 (U),
Philo Post. 84,ἂν ἀπεῖναι,ἀναπτῆναι,Thomas Mangey,1742,Paris. gr. 1630 (R),
Philo Praem. 92,-εῖν,ἀσπονδεὶ,Thomas Mangey,1742,Laur. Plut. 85.10 (F),
Philo Praem. 107,εὐδοκ-,εὐδικίας,Thomas Mangey,1742,Venet. gr. 40 (H),
Philo Praem. 128,ἡσυχάζ-,ἡσυχάσουσιν,Thomas Mangey,1742,HP,
Philo Praem. 157,αὐτοῦ τ. ἀ.,αὐτῆς τὰς ἀγορὰς,Thomas Mangey,1742,Monac. gr. 459 (A),
Philo Prob. 36,τῆς,τις,Thomas Mangey,1742,GHQT,
Philo Prob. 49,λόγ-,νόμος,Richard Ausfeld,1887,Laur. Plut. 10.20 (M),
Philo Prob. 49,ὁ γεωμετρικὸς,ὁ γεωμέτρης,Thomas Mangey,1742,QT,
Philo Prob. 63,-ξήθησαν,συνηύξησαν,Thomas Mangey,1742,Laur. Plut. 10.20 (M),
Philo Prob. 103,λάμβανε καὶ,λάμβαν ̓ εἰ,Thomas Mangey,1742,Palat. gr. 248 (G),
Philo Prob. 143,-ὸς,παῖδας,Thomas Mangey,1742,Laur. Plut. 10.20 (M),
Philo Sacr. 77,-ος,εἰωθότες,Thomas Mangey,1742,Petropol. XX Aa 1 (P),
Philo Sacr. 125,ἐνδειξ-,ἐνδεξαμένοις,Thomas Mangey,1742,Paris. suppl. gr. 1120,
Philo Somn. 1.82,ὧν,ᾧ,Thomas Mangey,1742,G ante ras.,
Philo Somn. 1.104,-ον,ὅλου,Thomas Mangey,1742,FP,
Philo Somn. 1.107,αἰσχρ-,γλισχρολογίας,Thomas Mangey,1742,MAP2,
Philo Somn. 1.125,-ὴν,κεφαλῆς,Thomas Mangey,1742,Monac. gr. 459 (A),
Philo Somn. 1.131,ἐφ-,ἀφικομένη,Thomas Mangey,1742,MA,p. 735
Philo Somn. 1.167,φασί,φησί,Thomas Mangey,1742,MAG,
Philo Somn. 1.202,-κρι-,ἀνακραθεῖσαι,Thomas Mangey,1742,Vat. gr. 379,m. sec.
Philo Somn. 2.88,ἀπ-,ἐπάγουσιν,Thomas Mangey,1742,Monac. gr. 459 (A),
Philo Spec. 1.52,ἐρω-,ἑνωτικῆς,Thomas Mangey,1742,RMF,
Philo Spec. 1.57,-ου,ἐπαγγελλομένη,Thomas Mangey,1742,RMF,
Philo Spec. 1.64,ἀληθ-/ἀκένως,ἀκλινῶς,Thomas Mangey,1742,RAH,
Philo Spec. 1.67,ἱ. εἶν. μ.,ἱερὸν ἓν εἶναι μόνον,Thomas Mangey,1742,RF,
Philo Spec. 1.105,δὲ,γὰρ,Thomas Mangey,1742,vers. Armen.,
Philo Spec. 1.107,-ου,γάμων,Thomas Mangey,1742,RF,
Philo Spec. 1.127,ἑτέραν,ἕτερον,Thomas Mangey,1742,Laur. Plut. 85.10 (F),
Philo Spec. 1.167,ὑπαιτ-,ἀνυπαιτίου,Thomas Mangey,1742,RF,
Philo Spec. 1.228,τοῦ εἴδους,τὸ εἶδος,Thomas Mangey,1742,RA,
Philo Spec. 1.243,τούτους,τοὺς,Thomas Mangey,1742,Laur. Plut. 85.10 (F),
Philo Spec. 1.295,τῆς ἀρετῆς,τῆς ἄλλης ἀ.,Thomas Mangey,1742,vers. Armen.,
Philo Spec. 1.304,ἀποσχοινίζ-,ἀπαυχενίζοντες,Thomas Mangey,1742,R Armen.,
Philo Spec. 1.314,-ῆς,σπουδὴν,Thomas Mangey,1742,Vat. gr. 316 (R),
Philo Spec. 1.318,ἐπιβουλευόμ-,ἐπιμελούμενος,Thomas Mangey,1742,R Armen.,
Philo Spec. 1.319,ἐργάζ-,ὀργιάζεσθαι,Thomas Mangey,1742,vers. Armen.,
Philo Spec. 1.319,μυστικῶν πραγμάτων,μυθικών πλασμάτων,Thomas Mangey,1742,vers. Armen.,
Philo Spec. 1.322,-ων,ἀμυθήτους,Thomas Mangey,1742,vers. Armen.,
Philo Spec. 1.329,ἴδμ-,εὐδαίμονα,Thomas Mangey,1742,R Armen.,
Philo Spec. 1.332,-αῖον,ἀναγκαιότατον,Thomas Mangey,1742,vers. Armen.,
Philo Spec. 1.341,-εύειν,ἐπαληθεύοντες,Thomas Mangey,1742,R Armen.,
Philo Spec. 1.345,ἄθλι-,ἄθεοι,Thomas Mangey,1742,R Armen.,
Philo Spec. 2.44,μήτ ̓ ἀνδικεῖν,μήτε ἀνταδικεῖν,David Hoeschel,1742,Vat. gr. 316 (R),apud Mangey
Philo Spec. 2.158,-α … -εως,ἐλπίδος … ὑπομνήσιν,Thomas Mangey,1742,Nicet.Heracl.,
Philo Spec. 2.175,-βεβιωκ-,ὑποβεβηκότων,Thomas Mangey,1742,Coisl. 201 (Nicet.Heracl.),
Philo Spec. 3.5,-εύοντα,συνημερεύσοντα,Thomas Mangey,1742,Laur. Plut. 85.10 (F),
Philo Spec. 3.14,τοὺς μ.,τοῦ μὲν,Thomas Mangey,1742,F Armen.,
Philo Spec. 3.28,-ὰ,ἀδελφαὶ,Thomas Mangey,1742,Barber. IV 56,
Philo Spec. 3.43,καὶ,καὶ τῶν,Thomas Mangey,1742,Laur. Plut. 85.10 (F),
Philo Spec. 3.47,ἀνομοίοις γένεσι,ἀνομοιογενέσι,Thomas Mangey,1742,SF,
Philo Spec. 3.68,σε,γ',Thomas Mangey,1742,Bodl. Arch. Seld. B. 19 (S),
Philo Spec. 3.69,-ᾳ,δυναστείαν,Thomas Mangey,1742,Bodl. Arch. Seld. B. 19 (S),
Philo Spec. 3.102,om.,κατὰ,Thomas Mangey,1742,SF,
Philo Spec. 3.198,μείζ-,μείονα,Thomas Mangey,1742,Laur. Plut. 85.10 (F),p. 686 ('Minutiora')
Philo Spec. 4.17,ἀνδράποδα καπ-,ἀνδραποδοκαπήλοις,Thomas Mangey,1742,Nicet.Heracl.,
Philo Spec. 4.33,ἄψευ-,ἄψαυστον,Thomas Mangey,1742,Laur. Plut. 10.20 (M),
Philo Spec. 4.121,πρῶνας,προαγῶνας,Thomas Mangey,1742,Laur. Plut. 10.20 (M),
Philo Spec. 4.134,συνέχῃ,συνηχῆ,Thomas Mangey,1742,Laur. Plut. 10.20 (M),
Philo Spec. 4.136,-ληφ-,παραλειφθῆναι,Thomas Mangey,1742,Laur. Plut. 10.20 (M),
Philo Spec. 4.140,καὶ,κἂν,Thomas Mangey,1742,Laur. Plut. 10.20 (M),
Philo Spec. 4.142,προσθέντας,πρόσθεν τῶν,Thomas Mangey,1742,Laur. Plut. 10.20 (M),
Philo Spec. 4.142,ἀλλήλ-,ἄλλων,Thomas Mangey,1742,Laur. Plut. 10.20 (M),
Philo Spec. 4.147,ἦς,ἣν,Thomas Mangey,1742,Laur. Plut. 10.20 (M),
Philo Spec. 4.169,-ίδα,ἡγεμονίαν,Thomas Mangey,1742,SMF2,
Philo Spec. 4.208,συμφυό-,συγχεόμενα,Thomas Mangey,1742,Laur. Plut. 10.20 (M),
Philo Virt. 15,-ούμεναι,ἡγουμένους,Thomas Mangey,1742,B2KMV2OF,
Philo Virt. 56,τὸ -ον/τῶν -ων,τοῦ ἀναγκαιοτάτου,Thomas Mangey,1742,Monac. gr. 459 (A),
Philo Virt. 76,-τέου,ὀστρέου,Thomas Mangey,1742,SG2,
Philo Virt. 208,ὄντ-,οὕτως,Thomas Mangey,1742,FG2HP,
Philostr. Her. 8.3,δ. ὃν,διῄειν ἂν,J. F. Boissonade,1806,Vindob. phil. gr. 331 (V),
Philostr. Her. 25.16,Χρύσου,Βρισέως,A. F. Norman,1977,Guelf. 25 Gud. gr. (Γ),apud Lannoy
Philostr. Her. 30.2,καὶ ὡς,ὡς,Herbert Richards,1909,Vindob. phil. gr. 331 (V),CQ
Philostr. Her. 33.30,-τιᾶς,στρατείας,Reiske,1893,KVεOT,Wien. Stud.
Philostr. Her. 33.33,-πεσε,διεξέπαισε,J. F. Boissonade,1806,Laur. Plut. 69.30 (Φ),m. rec.
Philostr. Her. 54.5,Ἰλίῳ,ἡλίῳ,Reiske,1893,AK,Wien. Stud.
Philostr. Her. 56.10,-οῖς,αὐτοὺς,C. L. Kayser,1871,Ambros. T 122 sup. (Y),
Philostr. Her. 57.7,ὁ. τι,ὁποῖόν τε,Reiske,1893,HKY,Wien. Stud.
Philostr. Her. 58.2,βεβ-,ἀβεβήλῳ,Henri de Valois,1806,ΓS,apud Boissonade
Philostr. VA 1.1.2,δ ̓ ἂν,δ ̓ αὖ,Bentley,2022,Suda π3121GVM,apud Boter
Philostr. VA 1.2.3,π. οἷς,παρ ̓ οὓς,Salmasius,2022,Paris. suppl. gr. 607 (C),apud Boter
Philostr. VA 1.15.3,παθόντι,παθών τι,Bentley,2022,Paris. gr. 1696,apud Boter; m. sec.
Philostr. VA 1.19.1,νῖνος,νίνιος,Salmasius,2022,SudaMsl,apud Boter
Philostr. VA 1.20.1,-γράψαι,ἀπόγραψαι,Reiske,1756,A E F,
Philostr. VA 1.21.2,ποτ ̓,τότ ̓,Reiske,1770,Laur. Plut. 69.33 (F),
Philostr. VA 1.24.2,ταῦτα ἰδεῖν φασι· καὶ,ταῦτα. ἰδεῖν φασι καὶ,John Jackson,2022,A E,apud Boter
Philostr. VA 1.25.2,ὀρφέως,Ὀρφεὺς,Bentley,2022,Paris. gr. 1696,apud Boter; p.c.
Philostr. VA 1.27,-τῶ,φοιτῴη,Valckenaer,1892,codd.,Wien. Stud.
Philostr. VA 1.28.1,διάγειν,δὴ ἄγειν,Reiske,1756,Paris. gr. 1801 (A),
Philostr. VA 1.29,-έλλη,ἀνηγγέλθη,Cobet,1859,Paris. gr. 1801 (A),p.c.
Philostr. VA 2.2.1,-ώμεθα,ποιούμεθα,Scaliger,2022,Phot.,apud Boter
Philostr. VA 2.7.2,ἀχθέσεται,ἀχθεσθήσεται,Reiske,1770,Paris. gr. 1696,m. sec. s.l.
Philostr. VA 2.7.3,-ον,μόνων,C. L. Kayser,1844,Paris. gr. 1696,p.c.
Philostr. VA 2.22.4,τοῖς -οῖς,τοὺς ὀφθαλμοὺς,Reiske,1756,Escor. Φ.III.8 (E),
Philostr. VA 2.23,ἀτάκ-,εὐτάκτως,Ludwig Preller,1846,Paris. gr. 1801 (A),
Philostr. VA 2.27.2,ἐνω-,ἐνορώρυκτο,Reiske,1770,Paris. gr. 1696,
Philostr. VA 2.27.2,ἐς τ. β.,ἐν τοῦ βασιλέως,Herbert Richards,1909,Paris. gr. 1801 (A),s.l.
Philostr. VA 2.31.3,πρὸς ὥραν,πρὸς ὥραι,Salmasius,2022,Escor. Φ.III.8 (E),apud Boter
Philostr. VA 2.32.1,-ες,βαδίσαντα,Friedrich Jacobs,1829–32,Paris. gr. 1696,m. sec.
Philostr. VA 2.43,-ῳ,Ἀλέξανδρον,Valckenaer,1892,codd.,Wien. Stud.
Philostr. VA 3.4.1,ἰδέ-,ἴδαις,Valckenaer,1892,codd. praeter F,Wien. Stud.
Philostr. VA 3.8.2,ὑπο-,ὑπερβαλὼν,Valckenaer,1892,Paris. gr. 1801 (A),Wien. Stud.
Philostr. VA 3.18,"ἐ., τ. ξ.","ἐπιχειρεῖ τούτῳ, ξυνεχώρησε",Reiske,1770,Paris. gr. 1801 (A),
Philostr. VA 3.22.2,ἀπο-,ὑποβλέπει,Frédéric Morel,1608,Laur. CS 155 (S),s.l.
Philostr. VA 3.25.3,-ῃ,πεντηκοντούτει,John Jackson,2022,Escor. Φ.III.8 (E),apud Boter
Philostr. VA 3.26.1,μετὰ,κατὰ,Valckenaer,1892,Laur. Plut. 69.33 (F),Wien. Stud.
Philostr. VA 3.26.2,παχεῖά τε καὶ,π. γε κ.,Reiske,1756,Laur. Plut. 69.33 (F),
Philostr. VA 3.31.3,-ου,Ξέρξην,Reiske,1756,Paris. gr. 1696,m. sec.
Philostr. VA 3.34.3,αὐτ-,ἑαυτὸν,Reiske,1770,Laur. Plut. 69.33 (F),
Philostr. VA 3.34.3,κυομ-,κυουμένοις,Cobet,1859,Laur. Plut. 69.33 (F),
Philostr. VA 3.35.2,πρώρ-,πρῷραν,Cobet,1859,Escor. Φ.III.8 (E),
Philostr. VA 4.1,τοῦ Κ.,τοῦ ἐν κολοφῶνι,Gottfried Olearius,1709,Marc. XI.29,s.l.
Philostr. VA 4.3.2,ἐπὶ τούτῳ,ἐπὶ τοῦτο,Reiske,1756,Escor. Φ.III.8 (E),
Philostr. VA 4.10.3,εἶδ-,ἕδος,Bentley,2022,Crac. VIII.16.2,apud Boter
Philostr. VA 4.13.3,ἐν τ. Ἀ.,τοῖς Ἀχαιοῖς,John Jackson,2022,Escor. Φ.III.8 (E),apud Boter
Philostr. VA 4.15.2,-εις,δίει,Cobet,1859,Paris. gr. 1696,m. sec.
Philostr. VA 4.21.1,-ος,ἀκροασομένους,Reiske,1770,Laur. Plut. 69.33 (F),
Philostr. VA 4.22.1,ἐπὶ,ὑπὸ,Valckenaer,1892,codd. praeter F,Wien. Stud.
Philostr. VA 4.25.4,δὲ μ.,δὲ καὶ μάλιστα,Valckenaer,1763,Lugd. 73D et S,
Philostr. VA 4.27,σπονδ-,σπουδαὶ,Valckenaer,1892,codd.,Wien. Stud.
Philostr. VA 4.32.1,παρ-,περίεις,Reiske,1770,Lugd. 73D,
Philostr. VA 4.40.3,α. ἀ.,αὕτη ἡ ἀρχή,Arthur Platt,1911,Paris. gr. 1801 (A),
Philostr. VA 4.46.4,οὐ π.,παρῆλθε,H. A. Hamaker,1816,Ap.Ty. Ep.,
Philostr. VA 5.6,-ῶσαι,ἀναπλεῦσαι,C. M. Lucarini,2004,FQ Phot.,'mira quadam neglegentia'
Philostr. VA 5.7.2,-α,ἐναντίαν,Valckenaer,1892,codd. praeter F,Wien. Stud.
Philostr. VA 5.7.4,ἢ οὐ,καὶ οὐ,Salmasius,2022,Paris. gr. 1696,apud Boter; m. sec. inf. lin.
Philostr. VA 5.7.4,-ῆσαι,ἀναχωρήσειν,Arthur Platt,1911,FQ,
Philostr. VA 5.11,ἤχθ-,ἤνθησαν,Reiske,1770,Paris. gr. 1801 (A),s.l.
Philostr. VA 5.26.1,ἄλλως,ἀλλ ̓ ὡς,Valckenaer,1892,codd.,Wien. Stud.
Philostr. VA 5.27.3,-άμενος,ἐργασόμενος,Reiske,1770,FQ,
Philostr. VA 5.35.2,ὀ. καὶ β.,Ὀλυμπίαν βαδίζοντα,Valckenaer,1892,Paris. gr. 1801 (A),Wien. Stud.
Philostr. VA 5.35.3,-ῆσθαι,ἐκπεπολεμῶσθαι,C. L. Kayser,1844,Paris. gr. 1801 (A),
Philostr. VA 5.39,-ὸν/-ῷ,αὐτὸ,Valckenaer,1892,A E,Wien. Stud.
Philostr. VA 5.42.1,ἦγεν,ἦττεν,Frédéric Morel,1608,FQ,
Philostr. VA 6.1.1,-α,ξυντεθεῖσαι,Scaliger,2022,Phot.A,apud Boter
Philostr. VA 6.1.2,βούλονται,βουλεύονται,Reiske,1756,Escor. Φ.III.8 (E),
Philostr. VA 6.2.2,ἥττων,ἧττον,Reiske,1756,Paris. gr. 1801 (A),
Philostr. VA 6.2.2,ἰ. τε,ἰσότης δὲ,Reiske,1770,Paris. gr. 1696,
